"etf_tck_cd","tck_iem_cd","mkt_vlu","fc_sec_eng_nm","fc_sec_krl_nm","stk_qty","wht_pct","sec_tp"
VT,CCC.WA,849357,Ccc SA,-,27798,0.002,-
VT,TIETOS.ST,1036427,TietoEVRY Oyj,-,53670,0.002,-
VT,AGL,1195858,agilon health Inc.,애질론 헬스,182853,0.002,ST
VT,"3309",1088596,Sekisui House Reit Inc.,세키스이하우스리츠,2213,0.002,-
VT,SEDG,849544,SolarEdge Technologies Inc.,솔라에지,33632,0.002,ST
VT,GRINDWELL.NS,956176,Grindwell Norton Ltd.,-,29168,0.002,-
VT,OPL.WA,806162,Orange Polska SA,-,415849,0.002,-
VT,"2670",831871,ABC-Mart Inc.,에이비시마트,47400,0.002,-
VT,RBLBANK.NS,857501,RBL Bank Ltd.,-,273031,0.002,-
VT,"5471",866243,Daido Steel Co. Ltd.,다이도특수강,93500,0.002,-
VT,"0REZ.L",783172,AddLife AB Class B,-,66485,0.002,-
VT,SAFE.L,1125081,Safestore Holdings plc,-,115998,0.002,-
VT,JBCHEPHARM.NS,857939,JB Chemicals & Pharmaceuticals Ltd.,-,40794,0.002,-
VT,KRTA.F,761978,Krungthai Card PCL,-,689000,0.002,-
VT,"601816.SHG",835956,Beijing-Shanghai High Speed Railway Co. Ltd. Class A,Beijing-Shanghai High Speed Railway Co Ltd,1132797,0.002,ST
VT,RDF.JO,824245,Redefine Properties Ltd.,-,3743410,0.002,-
VT,"9364",946210,Kamigumi Co. Ltd.,가미구미,45800,0.002,-
VT,WAFD,1171036,Washington Federal Inc.,워싱턴 페더랄,40974,0.002,ST
VT,"200596.SHE",1026422,Anhui Gujing Distillery Co. Ltd. Class B,Anhui Gujing Distillery Co Ltd,69100,0.002,ST
VT,"5681.KL",754898,Petronas Dagangan Bhd.,-,204400,0.002,-
VT,"8279",945530,Yaoko Co. Ltd.,야오코,15600,0.002,-
VT,"6770",1124404,Alps Alpine Co. Ltd.,알프스알파인,117267,0.002,-
VT,KAJARIACER.NS,824462,Kajaria Ceramics Ltd.,-,48902,0.002,-
VT,MAZDOCK.NS,959621,Mazagon Dock Shipbuilders Ltd.,-,18722,0.002,-
VT,"688041",962713,Hygon Information Technology Co. Ltd. Class A,-,100212,0.002,-
VT,RKLB,1003483,Rocket Lab USA Inc.,로켓 랩,209059,0.002,ST
VT,AAL,1166627,American Airlines Group Inc.,아메리칸항공,102968,0.002,ST
VT,FRME,987414,First Merchants Corp.,퍼스트 머천트,29661,0.002,ST
VT,"9509",794808,Hokkaido Electric Power Co. Inc.,홋카이도전력,106700,0.002,-
VT,BANR,921417,Banner Corp.,배너 코퍼레이션,18562,0.002,ST
VT,"1332",840716,Nissui Corp.,닛스이,156400,0.002,-
VT,BANF,1033632,BancFirst Corp.,뱅크 퍼스트,11786,0.002,ST
VT,ESCORTS.NS,907195,Escorts Kubota Ltd.,-,18253,0.002,-
VT,EQX,1110072,Equinox Gold Corp.,이퀴녹스 골드,212694,0.002,ST
VT,POU.TO,1018696,Paramount Resources Ltd. Class A,-,44840,0.002,-
VT,BICEF,791824,Societe BIC SA,-,13438,0.002,-
VT,"601998.SHG",1037111,China CITIC Bank Corp. Ltd. Class A,China Citic Bank Corp Ltd Class A,1126100,0.002,ST
VT,GPE.L,910289,Great Portland Estates plc,-,214909,0.002,-
VT,SBCF,1170652,Seacoast Banking Corp. of Florida,시코스트 뱅킹,49520,0.002,ST
VT,"8TRA.ST",1049039,Traton SE,-,31964,0.002,-
VT,"4142.SR",882978,Riyadh Cables Group Co.,-,32873,0.002,-
VT,"1830.SR",918358,Leejam Sports Co. JSC,-,15151,0.002,-
VT,HLTOY,836242,Hellenic Telecommunications Organization SA ADR,-,117615,0.002,-
VT,SSPG.L,817231,SSP Group plc,-,438648,0.002,-
VT,ICBP.JK,784926,Indofood CBP Sukses Makmur Tbk PT,-,1249200,0.002,-
VT,"4190.SR",1212446,Jarir Marketing Co.,-,358655,0.002,-
VT,"1585",817753,Yadea Group Holdings Ltd.,YADEA,650000,0.002,-
VT,WHIRLPOOL.BO,848805,Whirlpool of India Ltd.,-,35447,0.002,-
VT,MFI.TO,768093,Maple Leaf Foods Inc.,-,45846,0.002,-
VT,PHP.L,823230,Primary Health Properties plc,-,711324,0.002,-
VT,REMYF,1128522,Remy Cointreau SA,-,13431,0.002,-
VT,"9744",796642,MEITEC Group Holdings Inc.,메이텍그룹홀딩스,39300,0.002,-
VT,HR-UN.TO,1020223,H&R REIT,-,155946,0.002,-
VT,NMRK,760252,Newmark Group Inc. Class A,뉴마크 그룹,74316,0.002,ST
VT,RELY,1060996,Remitly Global Inc.,레미틀리 글로벌,87541,0.002,ST
VT,"966",824370,China Taiping Insurance Holdings Co. Ltd.,중국태평보험홀딩스,808659,0.002,-
VT,APARINDS.NS,1021026,Apar Industries Ltd.,-,10059,0.002,-
VT,TWEKA.AS,941170,TKH Group NV,-,21594,0.002,-
VT,"2270.SR",802169,Saudia Dairy & Foodstuff Co.,-,8576,0.002,-
VT,"7327",829336,Daishi Hokuetsu Financial Group Inc.,다이시호쿠에쓰파이낸셜그룹,25850,0.002,-
VT,ALSEA.MX,1010925,Alsea SAB de CV,-,290800,0.002,-
VT,"3591",793271,Wacoal Holdings Corp.,와콜홀딩스,28300,0.002,-
VT,"4631",1138007,DIC Corp.,DIC,59800,0.002,-
VT,"3132",1143013,Macnica Holdings Inc.,마크니카홀딩스,27200,0.002,-
VT,ACX.VI,1096338,Acerinox SA,-,105259,0.002,-
VT,RLJ,830163,RLJ Lodging Trust,RLJ 로징 트러스트,86206,0.002,ST
VT,EO.PA,1071698,Forvia SE,-,89818,0.002,-
VT,VIAV,813256,Viavi Solutions Inc.,비아비 솔루션즈,118378,0.002,ST
VT,ALFAA.MX,1203333,Alfa SAB de CV Class A,-,2059400,0.002,-
VT,JNPKF,890970,Jenoptik AG,-,30842,0.002,-
VT,"7518",825801,NET One Systems Co. Ltd.,넷원시스템스,45000,0.002,-
VT,"7762",871973,Citizen Watch Co. Ltd.,시티즌시계,130100,0.002,-
VT,BEAM,1046383,Beam Therapeutics Inc.,빔 테라퓨틱,44660,0.002,ST
VT,"968",1200356,Xinyi Solar Holdings Ltd.,신의광능,2390200,0.002,-
VT,TTMI,1025165,TTM Technologies Inc.,티티엠 테크놀로지스,52762,0.002,ST
VT,RA.MX,1010374,Regional SAB de CV,-,135400,0.002,-
VT,CMPR,945574,Cimpress plc,심프레스,10793,0.002,ST
VT,"1929",1068741,Chow Tai Fook Jewellery Group Ltd.,주대복주얼리,987200,0.002,-
VT,PD,1144711,PagerDuty Inc.,페이저듀티,49922,0.002,ST
VT,DEG.AX,869662,De Grey Mining Ltd.,-,1146262,0.002,-
VT,SAX.DE,1112187,Stroeer SE & Co. KGaA,-,17364,0.002,-
VT,BRG.OL,1023364,Borregaard ASA,-,56681,0.002,-
VT,"8341",1159227,"77 Bank Ltd.",시치주시치은행,41400,0.002,-
VT,INL.JO,1139112,Investec Ltd.,-,156347,0.002,-
VT,"42660",1129631,Hanwha Ocean Co. Ltd.,한화오션,50962,0.002,ST
VT,NEU.AX,892935,Neuren Pharmaceuticals Ltd.,-,63248,0.002,-
VT,BAB.L,923757,Babcock International Group plc,-,139818,0.002,-
VT,"87",734921,Swire Pacific Ltd. Class B,태고B,547500,0.002,-
VT,"6134",780020,Fuji Corp./Aichi,후지,49100,0.002,-
VT,HPCRF,819139,Home Product Center PCL,-,3260298,0.002,-
VT,"3323",894772,China National Building Material Co. Ltd. Class H,중국건축자재,2504750,0.002,-
VT,IMVT,835797,Immunovant Inc.,이뮤노반트,31659,0.002,ST
VT,"3908",892424,China International Capital Corp. Ltd. Class H,CICC,805200,0.002,-
VT,PGE.WA,919848,PGE Polska Grupa Energetyczna SA,-,515663,0.002,-
VT,RED.AX,823608,Red 5 Ltd.,-,3438538,0.002,-
VT,"7084.KL",818326,QL Resources Bhd.,-,592690,0.002,-
VT,ENLT,1021683,Enlight Renewable Energy Ltd.,인라이트 리뉴어블 에너지,64635,0.002,ST
VT,"900948.SHG",1144050,Inner Mongolia Yitai Coal Co. Ltd. Class B,Inner Mongolia Yitai Coal Co Ltd,637704,0.002,ST
VT,MRCY,859604,Mercury Systems Inc.,머큐리 시스템즈,31849,0.002,ST
VT,TCCHF,773310,Technogym SPA,-,75176,0.002,-
VT,"3107",802861,Daiwabo Holdings Co. Ltd.,다이와보홀딩스,44700,0.002,-
VT,SPNO.CO,770266,Spar Nord Bank A/S,-,40007,0.002,-
VT,AIXXF,1190954,Aixtron Se,-,60701,0.002,-
VT,TROX,1104968,Tronox Holdings plc Class A,트로녹스 홀딩스,70425,0.002,ST
VT,ELET6.SA,1152154,Centrais Eletricas Brasileiras SA Preference Shares,-,160615,0.002,-
VT,"4863.KL",924830,Telekom Malaysia Bhd.,-,645500,0.002,-
VT,AG,929381,First Majestic Silver Corp.,퍼스트 마세스틱 실버,156968,0.002,ST
VT,NAVI,747728,Navient Corp.,내비언트,51355,0.002,ST
VT,"3292",792643,AEON REIT Investment Corp.,이온리츠,957,0.002,-
VT,"2343",909304,Pacific Basin Shipping Ltd.,태평양항운,2885000,0.002,-
VT,AMS.JO,1060298,Anglo American Platinum Ltd.,-,32196,0.002,-
VT,NBTB,949637,NBT Bancorp Inc.,NBT 뱅브코프,24602,0.002,ST
VT,TOWN,985592,Towne Bank/Portsmouth VA,타운뱅크,36142,0.002,ST
VT,PZZA,879371,Papa John's International Inc.,파파존스 인터내셔날,18718,0.002,ST
VT,VRBCF,866660,Virbac SACA,-,2471,0.002,-
VT,ECV1,969888,Encavis AG,-,52961,0.002,-
VT,COCHINSHIP.BO,1141626,Cochin Shipyard Ltd.,-,42991,0.002,-
VT,SFNC,1185489,Simmons First National Corp. Class A,시몬스 퍼스트 내셔널,67434,0.002,ST
VT,"9076",924741,Seino Holdings Co. Ltd.,세이노홀딩스,68300,0.002,-
VT,"6368",817024,Organo Corp.,오르가노,15900,0.002,-
VT,NATL,1156266,NCR Atleos Corp.,NCR 아틀레오스,42793,0.002,ST
VT,PETS.L,1026596,Pets at Home Group plc,-,275415,0.002,-
VT,"4046",805643,Osaka Soda Co. Ltd.,오사카소다,11900,0.002,-
VT,CDNIF,983121,Cia de Distribucion Integral Logista Holdings SA,-,34694,0.002,-
VT,SANB11.SA,988837,Banco Santander Brasil SA,-,201300,0.002,-
VT,GARAN.IS,1143922,Turkiye Garanti Bankasi AS,-,331217,0.002,-
VT,"8227",1120144,Shimamura Co. Ltd.,시마무라,24600,0.002,-
VT,UPST,1108069,Upstart Holdings Inc.,업스타트 홀딩스,46972,0.002,ST
VT,NAM-INDIA.NS,763532,Nippon Life India Asset Management Ltd.,-,98912,0.002,-
VT,ELPQF,851567,El Puerto de Liverpool SAB de CV,-,118800,0.002,-
VT,"772",760030,China Literature Ltd.,웨원그룹,236600,0.002,-
VT,MTM.JO,966513,Momentum Metropolitan Holdings,-,767927,0.002,-
VT,"6010.SR",742764,National Agriculture Development Co.,-,87369,0.002,-
VT,"144",1129298,China Merchants Port Holdings Co. Ltd.,초상국항구,760000,0.002,-
VT,SKFINDIA.NS,1099789,SKF India Ltd.,-,14198,0.002,-
VT,"241560",1102411,Doosan Bobcat Inc.,두산밥캣,29777,0.002,ST
VT,BFF.MI,907628,BFF Bank SPA,-,95638,0.002,-
VT,"5991",794438,NHK Spring Co. Ltd.,닛폰하쓰조,79200,0.002,-
VT,BANKINDIA.BO,786971,Bank of India,-,545811,0.002,-
VT,"36570",1221078,NCSoft Corp.,엔씨소프트,9398,0.002,ST
VT,"2223.SR",955457,Saudi Aramco Base Oil Co.,-,27242,0.002,-
VT,EPRO-B.ST,874018,Electrolux Professional AB Class B,-,132033,0.002,-
VT,AANNF,799513,Aroundtown SA,-,380617,0.002,-
VT,CNS,1167417,Cohen & Steers Inc.,코헨 & 스티어스,16089,0.002,ST
VT,SFL,828316,SFL Corp. Ltd.,SFL 코퍼레이션,59677,0.002,ST
VT,"6110",799156,Topsports International Holdings Ltd.,TOPSPORTS,1505000,0.002,-
VT,-,870232,SEB SA,-,8479,0.002,-
VT,"1548",846434,Genscript Biotech Corp.,GENSCRIPT BIO,798000,0.002,-
VT,"9989",946119,Sundrug Co. Ltd.,선드러그,37500,0.002,-
VT,"9065",849502,Sankyu Inc.,산큐,24800,0.002,-
VT,KIRLOSENG.BO,769509,Kirloskar Oil Engines Ltd.,-,46169,0.002,-
VT,INA.AX,802821,Ingenia Communities Group,-,252668,0.002,-
VT,"6004.SR",848301,Catrion Catering Holding Co.,-,25356,0.002,-
VT,TRIP,1077861,TripAdvisor Inc.,트립어드바이저,60520,0.002,ST
VT,"4385",801466,Mercari Inc.,메루카리,64518,0.002,-
VT,ATUL.NS,780043,Atul Ltd.,-,10044,0.002,-
VT,"58470",936938,LEENO Industrial Inc.,리노공업,5543,0.002,ST
VT,"2883",862937,China Oilfield Services Ltd. Class H,중국해양유전서비스,900000,0.002,-
VT,NTB,950031,Bank of NT Butterfield & Son Ltd.,뱅크 오브 NT 버터필드 & 선,27051,0.002,ST
VT,IREDA.NS,896170,Indian Renewable Energy Development Agency Ltd.,-,394299,0.002,-
VT,"403870",754002,HPSP Co. Ltd.,HPSP,26813,0.002,ST
VT,PFS,1045440,Provident Financial Services Inc.,프로비든트 파이낸셜 서비시즈,72853,0.002,ST
VT,ATHM,865827,Autohome Inc. ADR,오토홈,31542,0.002,ST
VT,INFA,1148272,Informatica Inc. Class A,인포마티카,37185,0.002,ST
VT,JBGS,853199,JBG SMITH Properties,JBG 스미스 프로퍼티즈,56021,0.002,ST
VT,GCC.MX,929535,GCC SAB de CV,-,99200,0.002,-
VT,"4921",784238,Fancl Corp.,판클,45800,0.002,-
VT,"7240",803686,NOK Corp.,NOK,60300,0.002,-
VT,"0A0C.L",919924,Stadler Rail AG,-,32278,0.002,-
VT,MANAPPURAM.BO,822895,Manappuram Finance Ltd.,-,331021,0.002,-
VT,"6147.TWO",761871,Chipbond Technology Corp.,-,369000,0.002,-
VT,INE.TO,758248,Innergex Renewable Energy Inc.,-,101400,0.002,-
VT,CALX,1124725,Calix Inc.,캘릭스,31745,0.002,ST
VT,"5110",1048160,Sumitomo Rubber Industries Ltd.,수미토모 고무,104472,0.002,-
VT,PHOE.TA,801323,Phoenix Holdings Ltd.,-,88122,0.002,-
VT,BRAV.ST,808539,Bravida Holding AB,-,109084,0.002,-
VT,INDF.JK,886771,Indofood Sukses Makmur Tbk PT,-,2391500,0.002,-
VT,KEC.NS,749229,KEC International Ltd.,-,70552,0.002,-
VT,"392",858872,Beijing Enterprises Holdings Ltd.,베이징홀딩스,256000,0.002,-
VT,TIMKEN.NS,964230,Timken India Ltd.,-,18821,0.002,-
VT,VOLCAR-B.ST,1169228,Volvo Car AB Class B,-,378147,0.002,-
VT,"1336",803260,New China Life Insurance Co. Ltd. Class H,신화생명,422234,0.002,-
VT,"3668",761232,Yancoal Australia Ltd.,YANCOAL AUS,173161,0.002,-
VT,BEPC,1028320,Brookfield Renewable Corp. Class A,브룩필드 리뉴어블,36295,0.002,ST
VT,UBSFF,1380479,Ubisoft Entertainment SA,-,63084,0.003,-
VT,"5233",1574923,Taiheiyo Cement Corp.,다이헤이요시멘트,62600,0.003,-
VT,OCINF,1309407,Oci Nv,-,53613,0.003,-
VT,OSIS,1280998,OSI Systems Inc.,OSI 시스템즈,9315,0.003,ST
VT,IGO.AX,1445739,IGO Ltd.,-,386223,0.003,-
VT,CVCO,1682040,Cavco Industries Inc.,캐브코 인더스트리즈,4859,0.003,ST
VT,SQSP,1554885,Squarespace Inc. Class A,스퀘어스페이스,35638,0.003,ST
VT,PLLIF,1434684,Pirelli & C SPA,-,241431,0.003,-
VT,"0ROQ.L",1648442,Comet Holding AG,-,4112,0.003,-
VT,"6742.KL",1513697,YTL Power International Bhd.,-,1486600,0.003,-
VT,DRX.L,1393548,Drax Group plc,-,223761,0.003,-
VT,"4197.KL",1252002,Sime Darby Bhd.,-,2256875,0.003,-
VT,"2600",1631469,Aluminum Corp. of China Ltd. Class H,중국알루미늄,2395331,0.003,-
VT,CZMWF,1497404,Carl Zeiss Meditec AG,-,21299,0.003,-
VT,"1030.SR",1240629,Saudi Investment Bank,-,362422,0.003,-
VT,PINC,1234871,Premier Inc. Class A,프리미어,66142,0.003,ST
VT,DV,1619709,DoubleVerify Holdings Inc.,더블베리파이 홀딩스,83190,0.003,ST
VT,MPFRF,1275692,Mapfre SA,-,553170,0.003,-
VT,"8010.SR",1691490,Co for Cooperative Insurance,-,43895,0.003,-
VT,Y92.SI,1567389,Thai Beverage PCL,-,4728500,0.003,-
VT,SITC,1456771,SITE Centers Corp.,사이트 센터즈,100467,0.003,ST
VT,"5819.KL",1465123,Hong Leong Bank Bhd.,-,360300,0.003,-
VT,DOCN,1266846,DigitalOcean Holdings Inc.,디지탈오션 홀딩스,36456,0.003,ST
VT,OBEROIRLTY.NS,1464895,Oberoi Realty Ltd.,-,69252,0.003,-
VT,"4202",1390532,Daicel Corp.,다이셀,144400,0.003,-
VT,GFF,1472100,Griffon Corp.,그리폰,23052,0.003,ST
VT,PNN.L,1318301,Pennon Group plc,-,181562,0.003,-
VT,"2367",1369001,Giant Biogene Holding Co. ltd,GIANT BIOGENE,234000,0.003,-
VT,HUBG,1526639,Hub Group Inc. Class A,허브 그룹,35462,0.003,ST
VT,TATACHEM.BO,1362992,Tata Chemicals Ltd.,-,103115,0.003,-
VT,TATACOMM.NS,1477159,Tata Communications Ltd.,-,66520,0.003,-
VT,"47T.F",1236444,Tisco Financial Group PCL (Foreign),-,475200,0.003,-
VT,"161390",1359288,Hankook Tire & Technology Co. Ltd.,한국타이어앤테크놀로지,41595,0.003,ST
VT,AZIHF,1411354,Azimut Holding SPA,-,59884,0.003,-
VT,PDN.AX,1384122,Paladin Energy Ltd.,-,167671,0.003,-
VT,PLXS,1577003,Plexus Corp.,플렉서스,15284,0.003,ST
VT,AIR,1452764,AAR Corp.,에에에이알,19983,0.003,ST
VT,"0L45.L",1562025,Scotts Miracle-Gro Co.,-,24009,0.003,-
VT,"9719",1636532,SCSK Corp.,SCSK,81800,0.003,-
VT,TFG.JO,1361862,Foschini Group Ltd.,-,194024,0.003,-
VT,MYGN,1295768,Myriad Genetics Inc.,미리어드 제네틱스,52975,0.003,ST
VT,SBICARD.NS,1609542,SBI Cards & Payment Services Ltd.,-,185495,0.003,-
VT,"5070",1376319,CosmoAM&T Co. Ltd.,코스모신소재,13240,0.003,ST
VT,"0QQE.L",1334428,DKSH Holding AG,-,19739,0.003,-
VT,"600028.SHG",1538857,China Petroleum & Chemical Corp. Class A,China Petroleum & Chemical Corp Class A,1770880,0.003,ST
VT,"9830",1243096,Hanwha Solutions Corp.,한화솔루션,62534,0.003,ST
VT,NARI,1431595,Inari Medical Inc.,이나리 메디칼,29732,0.003,ST
VT,SRU-UN.TO,1626445,SmartCentres REIT,-,101185,0.003,-
VT,"9706",1401818,Japan Airport Terminal Co. Ltd.,재팬 공항터미널,41000,0.003,-
VT,KTOS,1660930,Kratos Defense & Security Solutions Inc.,크라토스 디펜스 & 시큐리티 솔,83005,0.003,ST
VT,FALABELLA.SN,1450894,Falabella SA,-,470653,0.003,-
VT,MUTHOOTFIN.NS,1350262,Muthoot Finance Ltd.,-,62784,0.003,-
VT,"1044",1422917,Hengan International Group Co. Ltd.,항안인터내셔널,467230,0.003,-
VT,CCOI,1457732,Cogent Communications Holdings Inc.,코젠트 커뮤니케이션즈,25828,0.003,ST
VT,"9684",1458328,Square Enix Holdings Co. Ltd.,스퀘어 에닉스,48400,0.003,-
VT,"1721",1557803,COMSYS Holdings Corp.,콤시스홀딩스,80698,0.003,-
VT,"868",1280197,Xinyi Glass Holdings Ltd.,신의유리,1169000,0.003,-
VT,UNIONBANK.NS,1433398,Union Bank of India Ltd.,-,877222,0.003,-
VT,"600809.SHG",1491682,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,Shanxi Xinghuacun Fen Wine Factory Co Ltd,51524,0.003,ST
VT,NWS,1490702,News Corp. Class B,뉴스 코프 B주,52508,0.003,ST
VT,ENGI11.SA,1270767,Energisa S/A,-,155715,0.003,-
VT,VESTA.MX,1459868,Corp Inmobiliaria Vesta SAB de CV,-,488001,0.003,-
VT,WOLF,1685082,Wolfspeed Inc.,울프스피드,74037,0.003,ST
VT,WDFC,1653230,WD-40 Co.,-,7527,0.003,ST
VT,"2380",1409707,China Power International Development Ltd.,중국전력,2715851,0.003,-
VT,"3288",1428716,Open House Group Co. Ltd.,오픈하우스그룹,46500,0.003,-
VT,ARCB,1449220,ArcBest Corp.,아크베스트,13534,0.003,ST
VT,"329180",1419262,HD Hyundai Heavy Industries Co. Ltd.,HD현대중공업,12582,0.003,ST
VT,"3391",1381310,Tsuruha Holdings Inc.,쓰루하홀딩스,24300,0.003,-
VT,LTM.SN,1370030,Latam Airlines Group SA,-,100410223,0.003,-
VT,PRGS,1259808,Progress Software Corp.,프로그레스 소프트웨어,23218,0.003,ST
VT,IVCGF,1285459,Iveco Group NV,-,114795,0.003,-
VT,SISE.IS,1389708,Turkiye Sise ve Cam Fabrikalari AS,-,906294,0.003,-
VT,"3086",1478067,J Front Retailing Co. Ltd.,제이프론트리테일링,141600,0.003,-
VT,CPIN.JK,1267617,Charoen Pokphand Indonesia Tbk PT,-,4090700,0.003,-
VT,CNK,1384933,Cinemark Holdings Inc.,사인마크 홀딩스,64058,0.003,ST
VT,AXFO.ST,1619221,Axfood AB,-,61773,0.003,-
VT,CFMOF,1393764,Cofinimmo SA,-,23132,0.003,-
VT,"1808",1464081,Haseko Corp.,하세코,132200,0.003,-
VT,BIPC,1708803,Brookfield Infrastructure Corp. Class A,브룩필드 인프라스트럭처,50765,0.003,ST
VT,UNOMINDA.NS,1228809,UNO Minda Ltd.,-,94012,0.003,-
VT,"1020.SR",1340578,Bank Al-Jazira,-,303842,0.003,-
VT,BATRK,1323369,Atlanta Braves Holdings Inc.,아틀란타 브레이브스 홀딩스 시리즈 C,33554,0.003,ST
VT,HINDPETRO.BO,1442924,Hindustan Petroleum Corp. Ltd.,-,362906,0.003,-
VT,"002475.SHE",1541435,Luxshare Precision Industry Co. Ltd. Class A,Luxshare Precision Industry Co Ltd,285769,0.003,ST
VT,"34220",1629577,LG Display Co. Ltd.,LG디스플레이,196099,0.003,ST
VT,FTDR,1494565,frontdoor Inc.,프론트도어,44231,0.003,ST
VT,ACC.NS,1548760,ACC Ltd.,-,49382,0.003,-
VT,LSXMA,1605631,Liberty Media Corp-Liberty SiriusXM CLASS A,리버티 시리우스 XM,72489,0.003,ST
VT,KOS,1409060,Kosmos Energy Ltd.,코스모스 에너지,254343,0.003,ST
VT,"0QPJ.L",1409653,Cembra Money Bank AG,-,16523,0.003,-
VT,"21240",1514071,Coway Co. Ltd.,코웨이,32664,0.003,ST
VT,CWT,1597987,California Water Service Group,캘리포니아 워트 서비스,32955,0.003,ST
VT,N2IU.SI,1294774,Mapletree Pan Asia Commercial Trust,-,1442859,0.003,-
VT,"4716",1290382,Oracle Corp. Japan,일본오라클,18700,0.003,-
VT,PFSI,1472449,PennyMac Financial Services Inc.,페니맥 파이낸셜 서비스,15565,0.003,ST
VT,SWONF,1245189,Softwareone Holding AG,-,66463,0.003,-
VT,SAIL.BO,1626568,Steel Authority of India Ltd.,-,914975,0.003,-
VT,GEI.TO,1365394,Gibson Energy Inc.,-,80341,0.003,-
VT,MQ,1475139,Marqeta Inc. Class A,마케타,269186,0.003,ST
VT,CANBK,1501734,Canara Bank,-,1050540,0.003,-
VT,CHP-UN.TO,1324405,Choice Properties REIT,-,141110,0.003,-
VT,"97950",1347985,CJ CheilJedang Corp.,CJ제일제당,4831,0.003,ST
VT,RUN,1551406,Sunrun Inc.,선런,130810,0.003,ST
VT,DOOO,1263959,BRP Inc.,BRP,19728,0.003,ST
VT,RUSHA,1442379,Rush Enterprises Inc. Class A,러시 엔터프라이즈,34449,0.003,ST
VT,WIHL.ST,1389990,Wihlborgs Fastigheter AB,-,150131,0.003,-
VT,BPSO.MI,1456766,Banca Popolare di Sondrio SPA,-,203897,0.003,-
VT,ICUI,1533418,ICU Medical Inc.,ICU 메디칼,12913,0.003,ST
VT,"6015.SR",1463337,Americana Restaurants International plc,-,1683046,0.003,-
VT,HRASF,1566853,Hera SPA,-,458401,0.003,-
VT,IBOC,1599820,International Bancshares Corp.,인터내셔날 뱅크셰어즈,27964,0.003,ST
VT,FHB,1383321,First Hawaiian Inc.,퍼스트 하와이안,66634,0.003,ST
VT,DIR-UN.TO,1449448,Dream Industrial REIT,-,156505,0.003,-
VT,AMARAJABAT.NS,1586252,Amara Raja Energy & Mobility Ltd.,-,79658,0.003,-
VT,HUGPF,1470567,Hugo Boss AG,-,32706,0.003,-
VT,"8963",1648599,Invincible Investment Corp.,인빈서블리츠,4056,0.003,-
VT,"5014.KL",1316957,Malaysia Airports Holdings Bhd.,-,627900,0.003,-
VT,VID.MC,1525229,Vidrala SA,-,13520,0.003,-
VT,BCI.SN,1578276,Banco de Credito e Inversiones SA,-,56089,0.003,-
VT,"268",1689723,Kingdee International Software Group Co. Ltd.,금접소프트웨어,1807000,0.003,-
VT,BBDC3.SA,1690068,Banco Bradesco SA,-,844294,0.003,-
VT,"0QPD.L",1483552,Allreal Holding AG,-,8655,0.003,-
VT,TNDM,1544920,Tandem Diabetes Care Inc.,탠덤 다이어비티스,38345,0.003,ST
VT,KPLUF,1446980,K&S AG,-,107353,0.003,-
VT,TRN,1455189,Trinity Industries Inc.,트리니티 인더스트리즈,48636,0.003,ST
VT,DORM,1368540,Dorman Products Inc.,도만 프로덕츠,14960,0.003,ST
VT,BTE,1508273,Baytex Energy Corp.,베이텍스 에너지,435315,0.003,ST
VT,"3998",1294613,Bosideng International Holdings Ltd.,파사등국제,2080000,0.003,-
VT,SFSN.SW,1341839,SFS Group AG,-,10110,0.003,-
VT,"8304",1243216,Aozora Bank Ltd.,아오조라 은행,75890,0.003,-
VT,NOMD,1348607,Nomad Foods Ltd.,노마드 푸즈,81833,0.003,ST
VT,NTLA,1290072,Intellia Therapeutics Inc.,인텔리아 테라퓨틱스,57644,0.003,ST
VT,"4088",1383285,Air Water Inc.,에어워터,101800,0.003,-
VT,TIAOF,1501908,Telecom Italia SPA (Registered),-,6279446,0.003,-
VT,"3769",1329126,GMO Payment Gateway Inc.,GMO 페이먼트게이트웨이,24006,0.003,-
VT,WSFS,1615625,WSFS Financial Corp.,WSFS 파이낸셜,34375,0.003,ST
VT,"11070",1651476,LG Innotek Co. Ltd.,LG이노텍,8406,0.003,ST
VT,TGTX,1491566,TG Therapeutics Inc.,-,83843,0.003,-
VT,AIN,1381602,Albany International Corp. Class A,알바니 인터내셔날,16360,0.003,ST
VT,SYDB.CO,1641426,Sydbank AS,-,30987,0.003,-
VT,HEM.ST,1368440,Hemnet Group AB,-,45425,0.003,-
VT,AUR,1368158,Aurora Innovation Inc. Class A,오로라 이노베이션,493920,0.003,ST
VT,PPBI,1247087,Pacific Premier Bancorp Inc.,퍼시픽 프리미어 뱅코프,54292,0.003,ST
VT,CENCOSUD.SN,1489394,Cencosud SA,-,789631,0.003,-
VT,EPR,1618790,EPR Properties,이피알 프로퍼티즈,38561,0.003,ST
VT,SPB,1587041,Spectrum Brands Holdings Inc.,스펙트럼 브랜즈,18469,0.003,ST
VT,"0QQN.L",1444066,Bucher Industries AG,-,3590,0.003,-
VT,"601988.SHG",1460643,Bank of China Ltd. Class A,Bank of China Ltd A,2298200,0.003,ST
VT,"9987",1303849,Suzuken Co. Ltd./Aichi Japan,스즈켄,42760,0.003,-
VT,CJLU.SI,1370930,NETLINK NBN TRUST,-,2239700,0.003,-
