"etf_tck_cd","ediv_dt","ddn_amt","aed_stkp_ddn_amt","ddn_bse_dt","ddn_pym_dt","pba_dt","ddn_pym_fcy_cd"
AVNT,"20231214",0.2575,0.2575,"20231215","20240105","20231012",Quarterly
AVNT,"20230914",0.2475,0.2475,"20230915","20231006","20230713",Quarterly
AVNT,"20240621",0.2575,0.2575,"20240621","20240710","20240516",Quarterly
AVNT,"20220915",0.2375,0.2375,"20220916","20221006","20220713",Quarterly
AVNT,"20221215",0.2475,0.2475,"20221216","20230106","20221013",Quarterly
AVNT,"20240318",0.2575,0.2575,"20240319","20240405","20240212",Quarterly
AVT,"20240305",0.31,0.31,"20240306","20240320","20240215",Quarterly
AVT,"20230606",0.29,0.29,"20230607","20230621","20230522",Quarterly
AVT,"20220913",0.29,0.29,"20220914","20220928","20220831",Quarterly
AVT,"20231205",0.31,0.31,"20231206","20231220","20231116",Quarterly
AVT,"20240605",0.31,0.31,"20240605","20240619","20240515",Quarterly
AVT,"20221206",0.29,0.29,"20221207","20221221","20221117",Quarterly
AVT,"20230228",0.29,0.29,"20230301","20230315","20230215",Quarterly
AVT,"20230912",0.31,0.31,"20230913","20230927","20230829",Quarterly
AWR,"20240216",0.43,0.43,"20240220","20240301","20240206",Quarterly
AWR,"20221114",0.3975,0.3975,"20221115","20221201","20221101",Quarterly
AWR,"20240517",0.43,0.43,"20240520","20240603","20240506",Quarterly
AWR,"20230217",0.3975,0.3975,"20230221","20230301","20230209",Quarterly
AWR,"20220812",0.3975,0.3975,"20220815","20220901","20220728",Quarterly
AWR,"20230814",0.43,0.43,"20230815","20230901","20230801",Quarterly
AWR,"20231114",0.43,0.43,"20231115","20231201","20231030",Quarterly
AWR,"20230518",0.3975,0.3975,"20230519","20230601","20230508",Quarterly
AY,"20240531",0.445,0.445,"20240531","20240614","20240507",Quarterly
AY,"20230313",0.445,0.445,"20230314","20230325","20230228",Quarterly
AY,"20240311",0.445,0.445,"20240312","20240322","20240229",Quarterly
AY,"20231129",0.445,0.445,"20231130","20231215","20231107",Quarterly
AY,"20230530",0.445,0.445,"20230531","20230615","20230504",Quarterly
AY,"20221129",0.445,0.445,"20221130","20221215","20221108",Quarterly
AY,"20230830",0.445,0.445,"20230831","20230915","20230801",Quarterly
AY,"20220830",0.445,0.445,"20220831","20220915","20220802",Quarterly
AZZ,"20240129",0.17,0.17,"20240130","20240207","20240118",Quarterly
AZZ,"20231017",0.17,0.17,"20231018","20231101","20231005",Quarterly
AZZ,"20230127",0.17,0.17,"20230130","20230207","20230119",Quarterly
AZZ,"20230711",0.17,0.17,"20230712","20230726","20230629",Quarterly
AZZ,"20240710",0.17,0.17,"20240710","20240731","20240627",Quarterly
AZZ,"20230425",0.17,0.17,"20230426","20230517","20230406",Quarterly
AZZ,"20221017",0.17,0.17,"20221018","20221101","20221007",Quarterly
AZZ,"20240416",0.17,0.17,"20240417","20240502","20240404",Quarterly
BAC,"20240607",0.24,0.24,"20240607","20240628","20240425",Quarterly
BAC,"20230601",0.22,0.22,"20230602","20230630","20230426",Quarterly
BAC,"20221201",0.22,0.22,"20221202","20221230","20221019",Quarterly
BAC,"20230831",0.24,0.24,"20230901","20230929","20230719",Quarterly
BAC,"20231130",0.24,0.24,"20231201","20231229","20231018",Quarterly
BAC,"20220901",0.22,0.22,"20220902","20220930","20220720",Quarterly
BAC,"20230302",0.22,0.22,"20230303","20230331","20230201",Quarterly
BAC,"20240229",0.24,0.24,"20240301","20240329","20240131",Quarterly
BALL,"20220831",0.2,0.2,"20220901","20220915","20220727",Quarterly
BALL,"20230831",0.2,0.2,"20230901","20230915","20230726",Quarterly
BALL,"20240603",0.2,0.2,"20240603","20240617","20240424",Quarterly
BALL,"20230228",0.2,0.2,"20230301","20230315","20230125",Quarterly
BALL,"20221130",0.2,0.2,"20221201","20221215","20221026",Quarterly
BALL,"20230531",0.2,0.2,"20230601","20230615","20230426",Quarterly
BALL,"20240229",0.2,0.2,"20240301","20240315","20240124",Quarterly
BALL,"20231130",0.2,0.2,"20231201","20231215","20231025",Quarterly
BANC,"20240314",0.1,0.1,"20240315","20240401","20240208",Quarterly
BANC,"20230314",0.1,0.1,"20230315","20230403","20230213",Quarterly
BANC,"20221214",0.06,0.06,"20221215","20230103","20221103",Quarterly
BANC,"20230614",0.1,0.1,"20230615","20230703","20230512",Quarterly
BANC,"20231214",0.1,0.1,"20231215","20240102","20231110",Quarterly
BANC,"20230914",0.1,0.1,"20230915","20231002","20230803",Quarterly
BANC,"20240614",0.1,0.1,"20240614","20240701","20240513",Quarterly
BANC,"20220914",0.06,0.06,"20220915","20221003","20220805",Quarterly
BANR,"20230501",0.48,0.48,"20230502","20230512","20230419",Quarterly
BANR,"20221028",0.44,0.44,"20221031","20221110","20221019",Quarterly
BANR,"20230201",0.48,0.48,"20230202","20230213","20230119",Quarterly
BANR,"20240429",0.48,0.48,"20240430","20240510","20240417",Quarterly
BANR,"20231102",0.48,0.48,"20231103","20231113","20231018",Quarterly
BANR,"20230731",0.48,0.48,"20230801","20230811","20230719",Quarterly
BANR,"20240206",0.48,0.48,"20240207","20240216","20240118",Quarterly
BANR,"20240806",0.48,0.48,"20240806","20240816","20240717",Quarterly
BAP,"20240517",0.939,0.939,"20240520","20240614","20240426",Annual
BAP,"20230518",0.679,0.679,"20230519","20230609","20230428",Annual
BBSI,"20221117",0.3,0.075,"20221118","20221202","20221102",Quarterly
BBSI,"20230518",0.3,0.075,"20230519","20230602","20230503",Quarterly
BBSI,"20230316",0.3,0.075,"20230317","20230331","20230301",Quarterly
BBSI,"20231116",0.3,0.075,"20231117","20231201","20231101",Quarterly
BBSI,"20220818",0.3,0.075,"20220819","20220902","20220803",Quarterly
BBSI,"20240314",0.3,0.075,"20240315","20240328","20240226",Quarterly
BBSI,"20230817",0.3,0.075,"20230818","20230901","20230802",Quarterly
BBSI,"20240516",0.3,0.075,"20240517","20240531","20240501",Quarterly
BBUC,"20231129",0.0625,0.0625,"20231130","20231229","20231103",Quarterly
BBUC,"20230830",0.0625,0.0625,"20230831","20230929","20230804",Quarterly
BBUC,"20240531",0.0625,0.0625,"20240531","20240628","20240503",Quarterly
BBUC,"20221129",0.0625,0.0625,"20221130","20221230","20221104",Quarterly
BBUC,"20220830",0.0625,0.0625,"20220831","20220929","20220805",Quarterly
BBUC,"20230227",0.0625,0.0625,"20230228","20230331","20230203",Quarterly
BBUC,"20240228",0.0625,0.0625,"20240229","20240329","20240202",Quarterly
BBUC,"20230530",0.0625,0.0625,"20230531","20230630","20230505",Quarterly
BBW,"20230322",1.5,1.5,"20230323","20230406","20230308",Other
BBW,"20240627",0.2,0.2,"20240627","20240711","20240613",Quarterly
BBW,"20240327",0.2,0.2,"20240328","20240411","20240313",Quarterly
BC,"20240510",0.42,0.42,"20240513","20240614","20240501",Quarterly
BC,"20221122",0.365,0.365,"20221123","20221215","20221018",Quarterly
BC,"20240223",0.42,0.42,"20240226","20240315","20240215",Quarterly
BC,"20230224",0.4,0.4,"20230227","20230315","20230216",Quarterly
BC,"20230822",0.4,0.4,"20230823","20230915","20230718",Quarterly
BC,"20220823",0.365,0.365,"20220824","20220915","20220719",Quarterly
BC,"20230512",0.4,0.4,"20230515","20230615","20230503",Quarterly
BC,"20231121",0.4,0.4,"20231122","20231215","20231017",Quarterly
BCC,"20230531",3.15,3.15,"20230601","20230615","20230504",Other
BCC,"20240603",0.2,0.2,"20240603","20240617","20240502",Quarterly
BCC,"20231130",5.2,5.2,"20231201","20231215","20231026",Other
BCC,"20230831",0.1912,0.1912,"20230901","20230915","20230727",Quarterly
BCC,"20240222",0.2,0.2,"20240223","20240315","20240206",Quarterly
BCC,"20220831",0.12,0.12,"20220901","20220915","20220728",Quarterly
BCC,"20230221",0.15,0.15,"20230222","20230315","20230207",Quarterly
BCC,"20221130",1.15,1.15,"20221201","20221215","20221027",Other
BCE,"20220914",0.69697,0.69697,"20220915","20221015","20220804",Quarterly
BCE,"20221214",0.67449,0.67449,"20221215","20230116","20221103",Quarterly
BCE,"20240614",0.7254,0.7254,"20240614","20240715","20240502",Quarterly
BCE,"20230314",0.72372,0.72372,"20230315","20230415","20230202",Quarterly
BCE,"20230914",0.71529,0.71529,"20230915","20231016","20230803",Quarterly
BCE,"20231214",0.70397,0.70397,"20231215","20240115","20231101",Quarterly
BCE,"20240314",0.73709,0.73709,"20240315","20240415","20240208",Quarterly
BCE,"20230614",0.73008,0.73008,"20230615","20230717","20230504",Quarterly
BCML,"20230914",0.1,0.1,"20230915","20231013","20230818",Quarterly
BCML,"20231213",0.1,0.1,"20231214","20240112","20231128",Quarterly
BCML,"20230615",0.1,0.1,"20230616","20230714","20230518",Quarterly
BCML,"20240307",0.1,0.1,"20240308","20240412","20240222",Quarterly
BCML,"20230309",0.1,0.1,"20230310","20230414","20230223",Quarterly
BCML,"20220915",0.05,0.05,"20220916","20221014","20220818",Quarterly
BCML,"20240613",0.1,0.1,"20240613","20240711","20240524",Quarterly
BCML,"20240314",0.1,0.1,"20240316","20240412","20240220",Quarterly
BCML,"20221215",0.05,0.05,"20221216","20230113","20221116",Quarterly
BDN,"20240103",0.15,0.15,"20240104","20240118","20231205",Quarterly
BDN,"20240703",0.15,0.15,"20240703","20240718","20240523",Quarterly
BDN,"20230104",0.19,0.19,"20230105","20230119","20221206",Quarterly
BDN,"20230705",0.19,0.19,"20230706","20230720","20230525",Quarterly
BDN,"20230404",0.19,0.19,"20230405","20230419","20230216",Quarterly
BDN,"20221005",0.19,0.19,"20221006","20221020","20220913",Quarterly
BDN,"20231003",0.15,0.15,"20231004","20231018","20230920",Quarterly
BDN,"20240403",0.15,0.15,"20240404","20240418","20240214",Quarterly
BDX,"20220908",0.87,0.87,"20220909","20220930","20220726",Quarterly
BDX,"20231207",0.95,0.95,"20231208","20231229","20231109",Quarterly
BDX,"20230309",0.91,0.91,"20230310","20230331","20230124",Quarterly
BDX,"20240610",0.95,0.95,"20240610","20240628","20240430",Quarterly
BDX,"20221208",0.91,0.91,"20221209","20221230","20221110",Quarterly
BDX,"20230608",0.91,0.91,"20230609","20230630","20230425",Quarterly
BDX,"20230907",0.91,0.91,"20230908","20230929","20230725",Quarterly
BDX,"20240307",0.95,0.95,"20240308","20240329","20240123",Quarterly
BELFA,"20221013",0.06,0.06,"20221014","20221101","20220802",Quarterly
BELFA,"20240715",0.06,0.06,"20240715","20240801","20240430",Quarterly
BELFA,"20230413",0.06,0.06,"20230414","20230501","20230228",Quarterly
BELFA,"20240111",0.06,0.06,"20240115","20240201","20231101",Quarterly
BELFA,"20230713",0.06,0.06,"20230714","20230801","20230503",Quarterly
BELFA,"20230112",0.06,0.06,"20230113","20230201","20221101",Quarterly
BELFA,"20240412",0.06,0.06,"20240415","20240501","20240221",Quarterly
BELFA,"20231012",0.06,0.06,"20231013","20231101","20230802",Quarterly
BELFB,"20240715",0.07,0.07,"20240715","20240801","20240430",Quarterly
BELFB,"20230713",0.07,0.07,"20230714","20230801","20230503",Quarterly
BELFB,"20230413",0.07,0.07,"20230414","20230501","20230228",Quarterly
BELFB,"20221013",0.07,0.07,"20221014","20221101","20220802",Quarterly
BELFB,"20231012",0.07,0.07,"20231013","20231101","20230802",Quarterly
BELFB,"20230112",0.07,0.07,"20230113","20230201","20221101",Quarterly
BELFB,"20240412",0.07,0.07,"20240415","20240501","20240221",Quarterly
BELFB,"20240111",0.07,0.07,"20240115","20240201","20231101",Quarterly
BEN,"20240327",0.31,0.31,"20240328","20240412","20240206",Quarterly
BEN,"20221229",0.3,0.3,"20221230","20230113","20221213",Quarterly
BEN,"20230330",0.3,0.3,"20230331","20230414","20230207",Quarterly
BEN,"20230928",0.3,0.3,"20230929","20231013","20230906",Quarterly
BEN,"20240628",0.31,0.31,"20240628","20240712","20240521",Quarterly
BEN,"20230629",0.3,0.3,"20230630","20230714","20230608",Quarterly
BEN,"20240102",0.31,0.31,"20240103","20240112","20231212",Quarterly
BEN,"20220929",0.29,0.29,"20220930","20221014","20220829",Quarterly
BF.A,"20240607",0.2178,0.2178,"20240607","20240701","20240523",Quarterly
BF.A,"20230607",0.2055,0.2055,"20230608","20230703","20230525",Quarterly
BF.A,"20230901",0.2055,0.2055,"20230905","20231002","20230727",Quarterly
BF.A,"20220902",0.1885,0.1885,"20220906","20221003","20220728",Quarterly
BF.A,"20240307",0.2178,0.2178,"20240308","20240401","20240123",Quarterly
BF.A,"20230307",0.2055,0.2055,"20230308","20230403","20230124",Quarterly
BF.A,"20221201",0.2055,0.2055,"20221202","20230103","20221117",Quarterly
BF.A,"20231130",0.2178,0.2178,"20231201","20240102","20231116",Quarterly
BFH,"20240208",0.21,0.21,"20240209","20240315","20240125",Quarterly
BFH,"20240509",0.21,0.21,"20240510","20240614","20240425",Quarterly
BFH,"20221110",0.21,0.21,"20221114","20221216","20221027",Quarterly
BFH,"20231110",0.21,0.21,"20231113","20231215","20231026",Quarterly
BFH,"20230209",0.21,0.21,"20230210","20230317","20230126",Quarterly
BFH,"20220811",0.21,0.21,"20220812","20220916","20220728",Quarterly
BFH,"20230511",0.21,0.21,"20230512","20230616","20230427",Quarterly
BFH,"20230810",0.21,0.21,"20230811","20230915","20230727",Quarterly
BFST,"20221114",0.12,0.12,"20221115","20221130","20221026",Quarterly
BFST,"20231114",0.14,0.14,"20231115","20231130","20231026",Quarterly
BFST,"20230214",0.12,0.12,"20230215","20230228","20230125",Quarterly
BFST,"20220812",0.12,0.12,"20220815","20220831","20220726",Quarterly
BFST,"20230814",0.12,0.12,"20230815","20230831","20230727",Quarterly
BFST,"20230512",0.12,0.12,"20230515","20230531","20230427",Quarterly
BFST,"20240214",0.14,0.14,"20240215","20240228","20240123",Quarterly
BFST,"20240514",0.14,0.14,"20240515","20240531","20240425",Quarterly
BG,"20230215",0.625,0.625,"20230216","20230302","20221114",Quarterly
BG,"20231116",0.6625,0.6625,"20231117","20231201","20230817",Quarterly
BG,"20221117",0.625,0.625,"20221118","20221202","20220811",Quarterly
BG,"20240215",0.6625,0.6625,"20240216","20240301","20231031",Quarterly
BG,"20220818",0.625,0.625,"20220819","20220902",-,Quarterly
BG,"20230518",0.625,0.625,"20230519","20230602","20230222",Quarterly
BG,"20240517",0.68,0.68,"20240520","20240603","20240222",Quarterly
BG,"20230817",0.6625,0.6625,"20230818","20230901","20230511",Quarterly
BHE,"20240327",0.165,0.165,"20240329","20240412","20240311",Quarterly
BHE,"20220929",0.165,0.165,"20220930","20221014","20220912",Quarterly
BHE,"20230629",0.165,0.165,"20230630","20230713","20230612",Quarterly
BHE,"20240628",0.165,0.165,"20240628","20240712","20240610",Quarterly
BHE,"20230330",0.165,0.165,"20230331","20230413","20230313",Quarterly
BHE,"20231228",0.165,0.165,"20231229","20240112","20231213",Quarterly
BHE,"20230928",0.165,0.165,"20230929","20231013","20230911",Quarterly
BHE,"20221229",0.165,0.165,"20221230","20230113","20221212",Quarterly
BHLB,"20221116",0.18,0.18,"20221117","20221201","20221104",Quarterly
BHLB,"20240620",0.18,0.18,"20240620","20240628","20240607",Quarterly
BHLB,"20240320",0.18,0.18,"20240321","20240404","20240307",Quarterly
BHLB,"20230517",0.18,0.18,"20230518","20230601","20230505",Quarterly
BHLB,"20230215",0.18,0.18,"20230216","20230302","20230203",Quarterly
BHLB,"20230816",0.18,0.18,"20230817","20230831","20230804",Quarterly
BHLB,"20231115",0.18,0.18,"20231116","20231130","20231103",Quarterly
BHR,"20220929",0.01,0.01,"20220930","20221017","20220908",Quarterly
BHR,"20221229",0.05,0.05,"20221230","20230117","20221208",Quarterly
BHR,"20230928",0.05,0.05,"20230929","20231016","20230711",Quarterly
BHR,"20231228",0.05,0.05,"20231229","20240116","20231010",Quarterly
BHR,"20240628",0.05,0.05,"20240628","20240715","20240410",Quarterly
BHR,"20240327",0.05,0.05,"20240328","20240415","20240108",Quarterly
BHR,"20230330",0.05,0.05,"20230331","20230417","20230111",Quarterly
BHR,"20230629",0.05,0.05,"20230630","20230717","20230405",Quarterly
BIPC,"20220830",0.36,0.36,"20220831","20220929","20220803",Quarterly
BIPC,"20231129",0.3825,0.3825,"20231130","20231229","20231101",Quarterly
BIPC,"20230227",0.3825,0.3825,"20230228","20230331","20230202",Quarterly
BIPC,"20221129",0.36,0.36,"20221130","20221230","20221102",Quarterly
BIPC,"20230530",0.3825,0.3825,"20230531","20230630","20230503",Quarterly
BIPC,"20240531",0.405,0.405,"20240531","20240628","20240501",Quarterly
BIPC,"20230830",0.3825,0.3825,"20230831","20230929","20230803",Quarterly
BIPC,"20240228",0.405,0.405,"20240229","20240329","20240201",Quarterly
BKE,"20230112",3.0,3.0,"20230113","20230127","20221206",Other
BKE,"20240411",0.35,0.35,"20240412","20240426","20240326",Quarterly
BKE,"20221013",0.35,0.35,"20221014","20221028","20220912",Quarterly
BKE,"20230413",0.35,0.35,"20230414","20230428","20230321",Quarterly
BKE,"20240111",2.85,2.85,"20240112","20240126","20231204",Other
BKE,"20240712",0.35,0.35,"20240712","20240726","20240603",Quarterly
BKE,"20230713",0.35,0.35,"20230714","20230728","20230606",Quarterly
BKE,"20231012",0.35,0.35,"20231013","20231027","20230911",Quarterly
BKR,"20230203",0.19,0.19,"20230206","20230217","20230125",Quarterly
BKR,"20231103",0.2,0.2,"20231106","20231117","20231025",Quarterly
BKR,"20221104",0.19,0.19,"20221107","20221118","20221027",Quarterly
BKR,"20230807",0.2,0.2,"20230808","20230818","20230727",Quarterly
BKR,"20240503",0.21,0.21,"20240506","20240516","20240423",Quarterly
BKR,"20240806",0.21,0.21,"20240806","20240816","20240725",Quarterly
BKR,"20240212",0.21,0.21,"20240213","20240223","20240201",Quarterly
BKR,"20230526",0.19,0.19,"20230530","20230609","20230516",Quarterly
BKU,"20240411",0.29,0.29,"20240412","20240430","20240222",Quarterly
BKU,"20221013",0.25,0.25,"20221014","20221031","20220926",Quarterly
BKU,"20240712",0.29,0.29,"20240712","20240731","20240626",Quarterly
BKU,"20231012",0.27,0.27,"20231013","20231031","20230927",Quarterly
BKU,"20240111",0.27,0.27,"20240112","20240131","20231228",Quarterly
BKU,"20230411",0.27,0.27,"20230412","20230428","20230223",Quarterly
BKU,"20230713",0.27,0.27,"20230714","20230731","20230629",Quarterly
BKU,"20230112",0.25,0.25,"20230113","20230131","20221220",Quarterly
BLK,"20230607",5.0,5.0,"20230608","20230623","20230524",Quarterly
BLK,"20230306",5.0,5.0,"20230307","20230323","20230125",Quarterly
BLK,"20240306",5.1,5.1,"20240307","20240322","20240110",Quarterly
BLK,"20220906",4.88,4.88,"20220907","20220923","20220713",Quarterly
BLK,"20231206",5.0,5.0,"20231207","20231222","20231108",Quarterly
BLK,"20240607",5.1,5.1,"20240607","20240624","20240515",Quarterly
BLK,"20221206",4.88,4.88,"20221207","20221223","20221110",Quarterly
BLK,"20230907",5.0,5.0,"20230908","20230922","20230720",Quarterly
BMO,"20240730",1.13807,1.13807,"20240730","20240827","20240529",Quarterly
BMO,"20230127",1.0727,1.0727,"20230130","20230228","20221201",Quarterly
BMO,"20230427",1.0506,1.0506,"20230428","20230526","20230228",Quarterly
BMO,"20240426",1.1038,1.1038,"20240429","20240528","20240227",Quarterly
BMO,"20240129",1.1225,1.1225,"20240130","20240227","20231201",Quarterly
BMO,"20230727",1.114,1.114,"20230728","20230828","20230524",Quarterly
BMO,"20231027",1.06,1.06,"20231030","20231128","20230829",Quarterly
BMO,"20221031",1.0191,1.0191,"20221101","20221128","20220830",Quarterly
BOH,"20240531",0.7,0.7,"20240531","20240614","20240422",Quarterly
BOH,"20230227",0.7,0.7,"20230228","20230314","20230123",Quarterly
BOH,"20230530",0.7,0.7,"20230531","20230614","20230424",Quarterly
BOH,"20231129",0.7,0.7,"20231130","20231214","20231023",Quarterly
BOH,"20240228",0.7,0.7,"20240229","20240314","20240122",Quarterly
BOH,"20220830",0.7,0.7,"20220831","20220915","20220725",Quarterly
BOH,"20221129",0.7,0.7,"20221130","20221214","20221024",Quarterly
BOH,"20230830",0.7,0.7,"20230831","20230915","20230724",Quarterly
BOKF,"20221114",0.54,0.54,"20221115","20221125","20221101",Quarterly
BOKF,"20231114",0.55,0.55,"20231115","20231130","20231031",Quarterly
BOKF,"20240213",0.55,0.55,"20240214","20240228","20240130",Quarterly
BOKF,"20230512",0.54,0.54,"20230515","20230530","20230502",Quarterly
BOKF,"20230213",0.54,0.54,"20230214","20230228","20230131",Quarterly
BOKF,"20230814",0.54,0.54,"20230815","20230830","20230801",Quarterly
BOKF,"20240514",0.55,0.55,"20240515","20240530","20240430",Quarterly
BOTZ,"20230629",0.05321,0.05321,"20230630","20230710","20230628",SemiAnnual
BOTZ,"20240627",0.04308,0.04308,"20240627","20240705","20240626",SemiAnnual
BOTZ,"20231228",0.00408,0.00408,"20231229","20240108","20231227",SemiAnnual
BPRN,"20231110",0.3,0.3,"20231113","20231130","20231025",Quarterly
BPRN,"20221103",0.25,0.25,"20221104","20221125","20221019",Quarterly
BPRN,"20240208",0.3,0.3,"20240209","20240301","20240124",Quarterly
BPRN,"20230808",0.3,0.3,"20230809","20230831","20230720",Quarterly
BPRN,"20230508",0.3,0.3,"20230509","20230526","20230419",Quarterly
BPRN,"20230209",0.3,0.3,"20230210","20230303","20230125",Quarterly
BPRN,"20240509",0.3,0.3,"20240510","20240531","20240424",Quarterly
BR,"20221214",0.725,0.725,"20221215","20230105","20221110",Quarterly
BR,"20240314",0.8,0.8,"20240315","20240405","20240216",Quarterly
BR,"20240614",0.8,0.8,"20240614","20240705","20240516",Quarterly
BR,"20230314",0.725,0.725,"20230315","20230405","20230216",Quarterly
BR,"20220914",0.725,0.725,"20220915","20221005","20220811",Quarterly
BR,"20231214",0.8,0.8,"20231215","20240105","20231109",Quarterly
BR,"20230914",0.8,0.8,"20230915","20231005","20230807",Quarterly
BR,"20230614",0.725,0.725,"20230615","20230706","20230510",Quarterly
BRC,"20240109",0.235,0.235,"20240110","20240131","20231115",Quarterly
BRC,"20240710",0.235,0.235,"20240710","20240731","20240520",Quarterly
BRC,"20240408",0.235,0.235,"20240409","20240430","20240220",Quarterly
BRC,"20230109",0.23,0.23,"20230110","20230131","20221116",Quarterly
BRC,"20221006",0.23,0.23,"20221007","20221028","20220831",Quarterly
BRC,"20231006",0.235,0.235,"20231010","20231031","20230904",Quarterly
BRC,"20231009",0.235,0.235,"20231010","20231031","20230904",Quarterly
BRC,"20230707",0.23,0.23,"20230710","20230731","20230517",Quarterly
BRC,"20230406",0.23,0.23,"20230410","20230428","20230221",Quarterly
BRKL,"20240208",0.135,0.135,"20240209","20240223","20240124",Quarterly
BRKL,"20221109",0.135,0.135,"20221111","20221125","20221026",Quarterly
BRKL,"20230209",0.135,0.135,"20230210","20230224","20230125",Quarterly
BRKL,"20230810",0.135,0.135,"20230811","20230825","20230726",Quarterly
BRKL,"20240509",0.135,0.135,"20240510","20240524","20240424",Quarterly
BRKL,"20230511",0.135,0.135,"20230512","20230526","20230426",Quarterly
BRKL,"20231109",0.135,0.135,"20231110","20231124","20231025",Quarterly
BRKR,"20221130",0.05,0.05,"20221201","20221216","20221111",Quarterly
BRKR,"20230831",0.05,0.05,"20230901","20230915","20230814",Quarterly
BRKR,"20240603",0.05,0.05,"20240603","20240617","20240515",Quarterly
BRKR,"20231130",0.05,0.05,"20231201","20231215","20231120",Quarterly
BRKR,"20230228",0.05,0.05,"20230301","20230317","20230217",Quarterly
BRKR,"20230531",0.05,0.05,"20230601","20230616","20230515",Quarterly
BRKR,"20220831",0.05,0.05,"20220901","20220916","20220812",Quarterly
BRKR,"20240229",0.05,0.05,"20240301","20240315","20240215",Quarterly
BRO,"20230505",0.115,0.115,"20230508","20230517","20230424",Quarterly
BRO,"20231031",0.13,0.13,"20231101","20231115","20231018",Quarterly
BRO,"20240201",0.13,0.13,"20240202","20240214","20240117",Quarterly
BRO,"20230202",0.115,0.115,"20230203","20230215","20230118",Quarterly
BRO,"20240503",0.13,0.13,"20240506","20240515","20240422",Quarterly
BRO,"20221101",0.115,0.115,"20221102","20221116","20221018",Quarterly
BRO,"20230808",0.115,0.115,"20230809","20230816","20230719",Quarterly
BRO,"20240807",0.13,0.13,"20240807","20240814","20240717",Quarterly
BRX,"20231002",0.26,0.26,"20231003","20231016","20230731",Quarterly
BRX,"20230403",0.26,0.26,"20230404","20230417","20230213",Quarterly
BRX,"20221003",0.24,0.24,"20221004","20221017","20220801",Quarterly
BRX,"20230103",0.26,0.26,"20230104","20230117","20221101",Quarterly
BRX,"20230703",0.26,0.26,"20230705","20230717","20230501",Quarterly
BRX,"20240702",0.2725,0.2725,"20240702","20240715","20240429",Quarterly
BRX,"20240102",0.2725,0.2725,"20240103","20240116","20231030",Quarterly
BRX,"20240401",0.2725,0.2725,"20240402","20240415","20240212",Quarterly
BRY,"20240514",0.12,0.12,"20240515","20240524","20240501",Quarterly
BRY,"20231114",0.2061,0.2061,"20231115","20231129","20231101",Other
BRY,"20230814",0.1357,0.1357,"20230815","20230825","20230802",Other
BRY,"20240812",0.17,0.17,"20240812","20240820","20240809",Quarterly
BRY,"20221114",0.47,0.47,"20221115","20221128","20221102",Other
BRY,"20230314",0.5,0.5,"20230315","20230323","20230222",Other
BRY,"20240314",0.26,0.26,"20240315","20240325","20240227",Other
BRY,"20230512",0.116,0.116,"20230515","20230525","20230503",Quarterly
BSIG,"20240614",0.01,0.01,"20240614","20240628","20240502",Quarterly
BSIG,"20220915",0.01,0.01,"20220916","20220930","20220728",Quarterly
BSIG,"20230914",0.01,0.01,"20230915","20230929","20230803",Quarterly
BSIG,"20230316",0.01,0.01,"20230317","20230331","20230202",Quarterly
BSIG,"20240314",0.01,0.01,"20240315","20240328","20240126",Quarterly
BSIG,"20231214",0.01,0.01,"20231215","20231228","20231102",Quarterly
BSIG,"20221215",0.01,0.01,"20221216","20221230","20221103",Quarterly
BSIG,"20230615",0.01,0.01,"20230616","20230630","20230504",Quarterly
BSRR,"20240429",0.23,0.23,"20240430","20240513","20240419",Quarterly
BSRR,"20230728",0.23,0.23,"20230731","20230814","20230721",Quarterly
BSRR,"20230130",0.23,0.23,"20230131","20230213","20230120",Quarterly
BSRR,"20230428",0.23,0.23,"20230501","20230515","20230421",Quarterly
BSRR,"20231030",0.23,0.23,"20231031","20231114","20231020",Quarterly
BSRR,"20240731",0.24,0.24,"20240731","20240815","20240719",Quarterly
BSRR,"20221028",0.23,0.23,"20221031","20221114","20221021",Quarterly
BSRR,"20240130",0.23,0.23,"20240131","20240212","20240118",Quarterly
BSY,"20231201",0.05,0.05,"20231204","20231214","20231117",Quarterly
BSY,"20240319",0.06,0.06,"20240320","20240328","20240221",Quarterly
BSY,"20230607",0.05,0.05,"20230608","20230620","20230526",Quarterly
BSY,"20230814",0.05,0.05,"20230815","20230824","20230727",Quarterly
BSY,"20220907",0.03,0.03,"20220908","20220914","20220829",Quarterly
BSY,"20221129",0.03,0.03,"20221130","20221208","20221117",Quarterly
BSY,"20240604",0.06,0.06,"20240604","20240613","20240524",Quarterly
BSY,"20230217",0.05,0.05,"20230221","20230307","20230125",Quarterly
BTU,"20231108",0.075,0.075,"20231109","20231129","20231026",Quarterly
BTU,"20230510",0.075,0.075,"20230511","20230531","20230427",Quarterly
BTU,"20240515",0.075,0.075,"20240516","20240605","20240502",Quarterly
BTU,"20230809",0.075,0.075,"20230810","20230830","20230727",Quarterly
BTU,"20240221",0.075,0.075,"20240222","20240313","20240208",Quarterly
BUCK,"20240126",0.2,0.2,"20240129","20240131","20240111",Monthly
BUCK,"20240325",0.25,0.25,"20240326","20240328","20240111",Monthly
BUCK,"20230425",0.1,0.1,"20230426","20230428","20230310",Monthly
BUCK,"20230828",0.1,0.1,"20230829","20230831","20230310",Monthly
BUCK,"20231127",0.1,0.1,"20231128","20231130","20230310",Monthly
