"bse_dt","tck_iem_cd","ifw_ofw_dit_cd","ifw_ofw_tck_cd","ifw_ofw_amt_wht_rt","ifw_ofw_rnk"
"20240621",DRS         ,"01",ORLY        ,57.90,1
"20240621",DRS         ,"01",CHWY        ,21.35,2
"20240617",DRS         ,"02",TLT         ,100.00,1
"20240618",DRS         ,"02",TSM         ,51.25,1
"20240618",DRS         ,"02",MSFU        ,21.93,2
"20240618",DRS         ,"02",GEV         ,12.20,3
"20240618",DRS         ,"02",GGLL        ,6.55,5
"20240618",DRS         ,"02",AIBU        ,8.07,4
"20240709",DRS         ,"02",KLAC        ,60.37,1
"20240709",DRS         ,"02",WEBL        ,39.63,2
"20240618",DT          ,"02",KVUE        ,50.32,1
"20240529",DT          ,"02",NVDA        ,100.00,1
"20240618",DT          ,"02",CLF         ,49.68,2
"20240812",DT          ,"02",TQQQ        ,100.00,1
"20240809",DT          ,"02",LLY         ,100.00,1
"20240814",DT          ,"02",AMZN        ,100.00,1
"20240801",DT          ,"02",COF         ,46.89,2
"20240701",DT          ,"02",SPLG        ,100.00,1
"20240801",DT          ,"02",JKHY        ,53.11,1
"20240528",DT          ,"01",TLRY        ,100.00,1
"20240701",DTC         ,"02",FTCHF       ,100.00,1
"20240808",DTC         ,"02",SBLK        ,100.00,1
"20240813",DTC         ,"01",SBUX        ,100.00,1
"20240819",DUK         ,"02",KMI         ,72.12,1
"20240805",DUK         ,"02",NVDA        ,100.00,1
"20240819",DUK         ,"02",GOOGL       ,27.88,2
"20240712",DUK         ,"02",AAPU        ,12.98,4
"20240715",DUK         ,"02",TSLL        ,38.62,2
"20240715",DUK         ,"02",SOXQ        ,2.28,5
"20240709",DUK         ,"02",LLY         ,73.61,1
"20240709",DUK         ,"02",CAT         ,26.39,2
"20240712",DUK         ,"02",LLY         ,29.17,1
"20240712",DUK         ,"02",TSM         ,17.28,2
"20240813",DUK         ,"02",VERU        ,90.86,1
"20240813",DUK         ,"02",MSTY        ,9.14,2
"20240619",DUK         ,"02",STK         ,100.00,1
"20240715",DUK         ,"02",ENPH        ,5.98,4
"20240712",DUK         ,"02",C           ,12.31,5
"20240715",DUK         ,"02",SOUN        ,12.73,3
"20240730",DUK         ,"02",AMD         ,100.00,1
"20240715",DUK         ,"02",TQQQ        ,40.39,1
"20240712",DUK         ,"02",KO          ,13.79,3
"20240722",DUK         ,"01",NKE         ,83.18,1
"20240617",DUK         ,"01",SOXL        ,29.58,2
"20240717",DUK         ,"01",MSFT        ,25.76,1
"20240717",DUK         ,"01",TSLL        ,24.75,2
"20240717",DUK         ,"01",GOOG        ,21.36,3
"20240717",DUK         ,"01",SHW         ,18.07,4
"20240717",DUK         ,"01",FTNT        ,6.80,5
"20240819",DUK         ,"01",GFI         ,23.48,2
"20240819",DUK         ,"01",NVDL        ,76.52,1
"20240722",DUK         ,"01",IONQ        ,0.18,5
"20240722",DUK         ,"01",PLUG        ,3.17,4
"20240722",DUK         ,"01",NVTS        ,6.51,3
"20240722",DUK         ,"01",SMR         ,6.97,2
"20240610",DUK         ,"01",JNJ         ,100.00,1
"20240617",DUK         ,"01",NVDL        ,70.42,1
"20240529",DUK         ,"01",DELL        ,51.19,1
"20240529",DUK         ,"01",AMZN        ,14.44,3
"20240529",DUK         ,"01",MSFT        ,34.37,2
"20240618",DUK         ,"01",LLY         ,67.10,1
"20240618",DUK         ,"01",QCOM        ,32.90,2
"20240719",DUOL        ,"02",BYND        ,0.08,4
"20240805",DUOL        ,"02",QQQM        ,44.17,2
"20240805",DUOL        ,"02",JPM         ,47.63,1
"20240719",DUOL        ,"02",TQQQ        ,81.14,1
"20240624",DUOL        ,"02",AVGO        ,100.00,1
"20240719",DUOL        ,"02",RDDT        ,9.66,2
"20240719",DUOL        ,"02",SVIX        ,9.13,3
"20240805",DUOL        ,"02",ITA         ,8.20,3
"20240816",DUOL        ,"02",CRWD        ,10.79,4
"20240619",DUOL        ,"02",SMCI        ,51.56,1
"20240816",DUOL        ,"02",MDB         ,10.31,5
"20240816",DUOL        ,"02",XHG         ,36.83,1
"20240816",DUOL        ,"02",HUBS        ,20.27,2
"20240619",DUOL        ,"02",MU          ,4.30,5
"20240619",DUOL        ,"02",ADBE        ,29.27,2
"20240619",DUOL        ,"02",AMAT        ,6.94,3
"20240816",DUOL        ,"02",HD          ,14.91,3
"20240619",DUOL        ,"02",IRTC        ,5.50,4
"20240603",DUOL        ,"02",SBUX        ,100.00,1
"20240614",DUOL        ,"01",NOW         ,95.28,1
"20240614",DUOL        ,"01",AFRM        ,4.72,2
"20240809",DUOL        ,"01",KLAC        ,100.00,1
"20240529",DV          ,"01",DJT         ,100.00,1
"20240726",DVA         ,"02",MSFT        ,62.51,1
"20240827",DVA         ,"02",ISRG        ,100.00,1
"20240726",DVA         ,"02",GOOGL       ,37.49,2
"20240809",DVA         ,"01",LLY         ,100.00,1
"20240715",DVA         ,"01",AAPL        ,100.00,1
"20240626",DVAX        ,"02",AMSC        ,18.89,2
"20240626",DVAX        ,"02",MRNA        ,81.11,1
"20240612",DX          ,"02",NVDA        ,100.00,1
"20240529",DX          ,"02",BCAT        ,100.00,1
"20240715",DX          ,"01",CIBR        ,100.00,1
"20240715",DXPE        ,"01",LCID        ,100.00,1
"20240702",DYN         ,"02",ONON        ,14.94,3
"20240702",DYN         ,"02",VST         ,13.73,4
"20240702",DYN         ,"02",SKX         ,15.92,2
"20240702",DYN         ,"02",PLTR        ,16.27,1
"20240702",DYN         ,"02",DNTH        ,11.34,5
"20240821",DYN         ,"02",TEM         ,100.00,1
"20240626",DYN         ,"02",CRDO        ,15.26,3
"20240626",DYN         ,"02",DCTH        ,25.74,2
"20240617",DYN         ,"02",NVDA        ,100.00,1
"20240607",DYN         ,"02",CCM         ,100.00,1
"20240626",DYN         ,"02",VITL        ,59.00,1
"20240628",DYN         ,"01",TVTX        ,29.35,2
"20240628",DYN         ,"01",CHWY        ,31.10,1
"20240628",DYN         ,"01",MDIA        ,4.91,5
"20240628",DYN         ,"01",VITL        ,24.66,3
"20240819",DYN         ,"01",INSM        ,100.00,1
"20240628",DYN         ,"01",SDIG        ,9.99,4
"20240613",DYN         ,"01",OSCR        ,100.00,1
"20240625",DYN         ,"01",ASTS        ,100.00,1
"20240712",EA          ,"02",PBW         ,100.00,1
"20240604",EA          ,"02",VOOG        ,100.00,1
"20240821",EA          ,"02",GOLD        ,100.00,1
"20240805",EA          ,"01",SQQQ        ,100.00,1
"20240617",EAT         ,"02",TMF         ,47.18,1
"20240701",EAT         ,"02",TSLA        ,37.48,1
"20240624",EAT         ,"02",CAVA        ,5.77,2
"20240701",EAT         ,"02",UBER        ,4.59,4
"20240701",EAT         ,"02",ANET        ,22.13,3
"20240624",EAT         ,"02",GPS         ,1.54,3
"20240617",EAT         ,"02",SOXS        ,27.00,2
"20240617",EAT         ,"02",TSLT        ,25.82,3
"20240624",EAT         ,"02",MSTR        ,92.68,1
"20240701",EAT         ,"02",SIMO        ,35.80,2
"20240722",EBS         ,"02",LILA        ,100.00,1
"20240701",EBS         ,"02",RDW         ,11.49,4
"20240701",EBS         ,"02",AMZN        ,19.35,3
"20240808",EBS         ,"02",TQQQ        ,100.00,1
"20240724",EBS         ,"02",TSLZ        ,100.00,1
"20240701",EBS         ,"02",TPC         ,26.17,1
"20240701",EBS         ,"02",APP         ,25.00,2
"20240701",EBS         ,"02",ARQT        ,11.17,5
"20240805",EBS         ,"02",AGG         ,100.00,1
"20240719",EBS         ,"02",JPM         ,53.71,1
"20240719",EBS         ,"02",SOXS        ,46.29,2
"20240807",EBS         ,"02",IONQ        ,1.61,2
"20240821",EBS         ,"02",OPTN        ,100.00,1
"20240807",EBS         ,"02",TQQQ        ,98.39,1
"20240709",EBS         ,"02",BE          ,100.00,1
"20240718",EBS         ,"01",IOVA        ,31.31,2
"20240703",EBS         ,"01",ASTS        ,14.37,4
"20240703",EBS         ,"01",MIRM        ,11.32,5
"20240731",EBS         ,"01",SMR         ,100.00,1
"20240718",EBS         ,"01",OPGN        ,39.32,1
"20240703",EBS         ,"01",DNTH        ,23.92,2
"20240703",EBS         ,"01",RZLT        ,21.43,3
"20240703",EBS         ,"01",VST         ,28.95,1
"20240726",EBS         ,"01",SERV        ,100.00,1
"20240625",EBS         ,"01",ASTS        ,100.00,1
"20240716",EBS         ,"01",BITX        ,4.71,3
"20240716",EBS         ,"01",TLT         ,19.12,2
"20240716",EBS         ,"01",ARKK        ,76.17,1
"20240718",EBS         ,"01",SQQQ        ,3.33,4
"20240718",EBS         ,"01",CLS         ,26.04,3
"20240819",EBS         ,"01",JOBY        ,21.92,2
"20240819",EBS         ,"01",BITO        ,78.08,1
"20240802",ECL         ,"02",MRNA        ,100.00,1
"20240712",ECL         ,"02",KO          ,13.79,3
"20240712",ECL         ,"02",C           ,12.31,5
"20240712",ECL         ,"02",TSM         ,17.28,2
"20240712",ECL         ,"02",LLY         ,29.17,1
"20240712",ECL         ,"02",AAPU        ,12.98,4
"20240718",ECL         ,"01",HLN         ,100.00,1
"20240731",ECL         ,"01",FCX         ,89.22,1
"20240605",ECL         ,"01",GEV         ,17.87,1
"20240605",ECL         ,"01",CDE         ,17.81,2
"20240731",ECL         ,"01",SEDG        ,10.78,2
"20240605",ECL         ,"01",CRS         ,17.21,3
"20240605",ECL         ,"01",TDW         ,15.16,5
"20240605",ECL         ,"01",HL          ,16.84,4
"20240715",ED          ,"02",ABBV        ,89.81,1
"20240715",ED          ,"02",ALTM        ,10.19,2
"20240716",ED          ,"02",CONY        ,100.00,1
"20240819",ED          ,"01",O           ,100.00,1
"20240712",EDIT        ,"02",RIVN        ,24.96,2
"20240813",EDIT        ,"02",BOIL        ,100.00,1
"20240712",EDIT        ,"02",GOEV        ,11.81,3
"20240712",EDIT        ,"02",NVDA        ,63.23,1
"20240617",EDIT        ,"02",MPAA        ,19.29,4
"20240617",EDIT        ,"02",HIVE        ,19.13,5
"20240802",EDIT        ,"02",AAOI        ,13.25,1
"20240802",EDIT        ,"02",VTSI        ,13.09,3
"20240826",EDIT        ,"02",SURG        ,25.48,2
"20240826",EDIT        ,"02",LICY        ,74.52,1
"20240708",EDIT        ,"02",NVDA        ,100.00,1
"20240802",EDIT        ,"02",ZYXI        ,13.17,2
"20240802",EDIT        ,"02",LFMD        ,10.55,4
"20240802",EDIT        ,"02",TENX        ,10.09,5
"20240722",EDIT        ,"02",KZIA        ,26.53,2
"20240722",EDIT        ,"02",ONCO        ,50.75,1
"20240722",EDIT        ,"02",MAXN        ,22.72,3
"20240617",EDIT        ,"02",GDEV        ,21.12,1
"20240617",EDIT        ,"02",TNGX        ,20.58,2
"20240724",EDIT        ,"02",PACB        ,100.00,1
"20240611",EDIT        ,"02",NVTAQ       ,100.00,1
"20240617",EDIT        ,"02",ARQT        ,19.89,3
"20240614",EDIT        ,"01",ASTS        ,46.81,2
"20240617",EDIT        ,"01",TRNR        ,4.20,5
"20240617",EDIT        ,"01",TWOU        ,7.44,4
"20240617",EDIT        ,"01",FORD        ,7.97,3
"20240617",EDIT        ,"01",GRNQ        ,16.05,2
"20240617",EDIT        ,"01",FBIO        ,64.34,1
"20240805",EDIT        ,"01",BLIN        ,4.30,5
"20240805",EDIT        ,"01",SGMO        ,6.81,4
"20240805",EDIT        ,"01",ARTW        ,14.50,3
"20240805",EDIT        ,"01",ABOS        ,15.61,2
"20240805",EDIT        ,"01",GTN         ,58.78,1
"20240614",EDIT        ,"01",IHRT        ,53.19,1
"20240823",EDIT        ,"01",ARRY        ,100.00,1
"20240710",EFC         ,"02",SPY         ,11.57,3
"20240710",EFC         ,"02",SPLG        ,5.44,5
"20240710",EFC         ,"02",FNGU        ,11.38,4
"20240805",EFC         ,"02",SOXL        ,100.00,1
"20240614",EFC         ,"02",JEPI        ,15.44,2
"20240710",EFC         ,"02",GOOGL       ,43.29,1
"20240717",EFC         ,"02",SPLG        ,21.77,4
"20240717",EFC         ,"02",TQQQ        ,23.97,3
"20240610",EFC         ,"02",PFE         ,9.97,3
"20240610",EFC         ,"02",D           ,17.95,2
"20240614",EFC         ,"02",SCHD        ,84.56,1
"20240717",EFC         ,"02",AMAT        ,26.18,2
"20240610",EFC         ,"02",QCOM        ,72.08,1
"20240717",EFC         ,"02",META        ,28.08,1
"20240710",EFC         ,"02",MGK         ,20.43,2
"20240529",EFC         ,"02",BCAT        ,100.00,1
"20240702",EFC         ,"01",TSLA        ,100.00,1
"20240712",EFC         ,"01",PH          ,3.44,3
"20240712",EFC         ,"01",BABA        ,2.99,5
"20240712",EFC         ,"01",WIX         ,4.28,1
"20240603",EFC         ,"01",NDAQ        ,18.99,3
"20240603",EFC         ,"01",VALE        ,7.79,4
"20240712",EFC         ,"01",AMGN        ,4.22,2
"20240603",EFC         ,"01",RJF         ,39.20,1
"20240712",EFC         ,"01",SPGI        ,3.06,4
"20240603",EFC         ,"01",PCAR        ,34.01,2
"20240605",EFC         ,"01",AGNC        ,99.91,1
"20240605",EFC         ,"01",BBDO        ,0.09,2
"20240610",EFC         ,"01",PGX         ,100.00,1
"20240724",EGHT        ,"01",WOOF        ,58.85,1
"20240724",EGHT        ,"01",BMY         ,41.15,2
"20240718",EGHT        ,"01",CIFR        ,26.28,1
"20240718",EGHT        ,"01",INOD        ,18.38,3
"20240718",EGHT        ,"01",HUT         ,18.03,4
"20240718",EGHT        ,"01",DJT         ,15.89,5
"20240718",EGHT        ,"01",RUM         ,21.43,2
"20240719",EGHT        ,"02",KLXE        ,26.91,1
"20240725",EGHT        ,"02",GDEV        ,8.54,1
"20240725",EGHT        ,"02",NVAX        ,8.06,4
"20240725",EGHT        ,"02",IMNM        ,7.94,5
"20240725",EGHT        ,"02",IGMS        ,8.06,3
"20240725",EGHT        ,"02",FANH        ,8.18,2
"20240719",EGHT        ,"02",EVLV        ,24.34,3
"20240719",EGHT        ,"02",HNST        ,24.05,4
"20240719",EGHT        ,"02",ILPT        ,24.70,2
"20240613",EHAB        ,"01",SMH         ,100.00,1
"20240603",EIX         ,"02",TSM         ,100.00,1
"20240604",ELAN        ,"01",LABU        ,8.46,3
"20240604",ELAN        ,"01",COST        ,33.17,1
"20240702",ELAN        ,"01",SCCO        ,100.00,1
"20240604",ELAN        ,"01",AEO         ,23.40,2
"20240604",ELAN        ,"01",PYPL        ,7.74,4
"20240604",ELAN        ,"01",HOG         ,4.41,5
"20240709",ELAN        ,"01",BKNG        ,28.47,2
"20240709",ELAN        ,"01",QCOM        ,71.53,1
"20240611",ELAN        ,"02",HD          ,12.65,2
"20240611",ELAN        ,"02",CVX         ,5.96,5
"20240611",ELAN        ,"02",ORLY        ,37.10,1
"20240611",ELAN        ,"02",W           ,6.51,4
"20240611",ELAN        ,"02",DOV         ,6.77,3
"20240715",EME         ,"01",SNAP        ,4.17,5
"20240730",EME         ,"01",OKLO        ,100.00,1
"20240715",EME         ,"01",AMZN        ,24.82,2
"20240715",EME         ,"01",ARM         ,44.08,1
"20240715",EME         ,"01",PSTG        ,16.62,3
"20240715",EME         ,"01",MLI         ,7.55,4
"20240531",EME         ,"01",VFC         ,23.18,2
"20240531",EME         ,"01",CELH        ,76.82,1
"20240718",EME         ,"02",NSSC        ,26.79,2
"20240718",EME         ,"02",SFYX        ,43.65,1
"20240625",EME         ,"02",UBER        ,22.86,2
"20240625",EME         ,"02",ACLS        ,14.65,3
"20240625",EME         ,"02",ABNB        ,48.09,1
"20240604",EME         ,"02",TPG         ,100.00,1
"20240718",EME         ,"02",FTDR        ,4.68,5
"20240613",EME         ,"02",ON          ,100.00,1
"20240718",EME         ,"02",EXTR        ,12.18,4
"20240625",EME         ,"02",SHOO        ,14.39,4
"20240718",EME         ,"02",CEIX        ,12.70,3
"20240717",EME         ,"02",QTWO        ,50.15,1
"20240610",EME         ,"02",TSLL        ,100.00,1
"20240717",EME         ,"02",HRB         ,13.23,3
"20240717",EME         ,"02",WNC         ,36.62,2
"20240614",EMN         ,"01",AAPL        ,100.00,1
"20240702",EMN         ,"02",XLE         ,100.00,1
"20240717",EMR         ,"01",PLTR        ,13.99,2
"20240717",EMR         ,"01",ASML        ,77.88,1
"20240729",EMR         ,"01",UPRO        ,100.00,1
"20240717",EMR         ,"01",SBUX        ,2.66,4
"20240717",EMR         ,"01",JNJ         ,5.46,3
"20240613",EMR         ,"01",FCX         ,13.00,3
"20240613",EMR         ,"01",TM          ,21.63,2
"20240613",EMR         ,"01",MEOH        ,50.92,1
"20240813",EMR         ,"01",JNJ         ,76.24,1
"20240813",EMR         ,"01",SBUX        ,23.76,2
"20240716",EMR         ,"01",AMD         ,100.00,1
"20240613",EMR         ,"01",KR          ,5.41,5
"20240613",EMR         ,"01",FMC         ,9.04,4
"20240712",EMR         ,"02",LLY         ,29.17,1
"20240711",EMR         ,"02",SMR         ,100.00,1
"20240715",EMR         ,"02",PFE         ,46.20,2
"20240625",EMR         ,"02",FDUS        ,100.00,1
"20240712",EMR         ,"02",C           ,12.31,5
"20240715",EMR         ,"02",PLTR        ,53.80,1
"20240712",EMR         ,"02",AAPU        ,12.98,4
"20240712",EMR         ,"02",KO          ,13.79,3
"20240712",EMR         ,"02",TSM         ,17.28,2
"20240612",EMR         ,"02",KKR         ,100.00,1
"20240802",EMR         ,"02",META        ,41.13,1
"20240808",EMR         ,"02",MSFT        ,15.31,1
"20240802",EMR         ,"02",MU          ,25.16,3
"20240808",EMR         ,"02",LQD         ,8.39,3
"20240808",EMR         ,"02",JEPQ        ,7.64,5
"20240808",EMR         ,"02",PLD         ,9.24,2
"20240808",EMR         ,"02",AAPL        ,8.06,4
"20240805",EMR         ,"02",INTC        ,100.00,1
"20240802",EMR         ,"02",CB          ,33.71,2
"20240612",ENB         ,"01",TQQQ        ,7.69,2
"20240612",ENB         ,"01",TLTW        ,92.31,1
"20240814",ENB         ,"01",SNY         ,100.00,1
"20240617",ENB         ,"01",YINN        ,70.93,1
"20240611",ENB         ,"01",ARM         ,3.03,2
"20240611",ENB         ,"01",SBUX        ,1.81,3
"20240611",ENB         ,"01",BULZ        ,91.11,1
"20240611",ENB         ,"01",D           ,1.14,5
"20240611",ENB         ,"01",DXYZ        ,1.14,4
"20240617",ENB         ,"01",TLTW        ,29.07,2
"20240625",ENB         ,"01",CONY        ,28.83,2
"20240625",ENB         ,"01",JOBY        ,16.20,3
"20240715",ENB         ,"01",TSLA        ,100.00,1
"20240822",ENB         ,"01",ELF         ,25.11,2
"20240822",ENB         ,"01",MSTR        ,74.89,1
"20240604",ENB         ,"01",NVDL        ,100.00,1
"20240731",ENB         ,"01",TSM         ,100.00,1
"20240816",ENB         ,"01",CTRA        ,100.00,1
"20240625",ENB         ,"01",NVDL        ,54.97,1
"20240703",ENB         ,"02",JEPQ        ,50.67,1
"20240822",ENB         ,"02",IONQ        ,100.00,1
"20240711",ENB         ,"02",BITO        ,100.00,1
"20240619",ENB         ,"02",ORCL        ,49.83,2
"20240603",ENB         ,"02",MSFT        ,82.80,1
"20240619",ENB         ,"02",JNJ         ,50.17,1
"20240703",ENB         ,"02",TLTW        ,49.33,2
"20240603",ENB         ,"02",GOOGL       ,17.20,2
"20240722",ENB         ,"02",GLAD        ,7.96,2
"20240612",ENB         ,"02",SOXL        ,100.00,1
"20240627",ENB         ,"02",TSLA        ,100.00,1
"20240802",ENB         ,"02",JEPY        ,63.49,1
"20240704",ENB         ,"02",TECL        ,100.00,1
"20240719",ENB         ,"02",JEPQ        ,64.86,1
"20240719",ENB         ,"02",SMR         ,35.14,2
"20240701",ENB         ,"02",T           ,100.00,1
"20240722",ENB         ,"02",PSEC        ,92.04,1
"20240805",ENB         ,"02",INTC        ,100.00,1
"20240802",ENB         ,"02",QQQY        ,36.51,2
"20240805",ENPH        ,"02",USD         ,34.10,2
"20240621",ENPH        ,"02",FTNT        ,34.67,2
"20240621",ENPH        ,"02",PLD         ,65.33,1
"20240725",ENPH        ,"02",MGK         ,72.33,1
"20240725",ENPH        ,"02",DELL        ,27.67,2
"20240610",ENPH        ,"02",ZS          ,43.28,1
"20240717",ENPH        ,"02",UPRO        ,100.00,1
"20240627",ENPH        ,"02",PFE         ,100.00,1
"20240729",ENPH        ,"02",O           ,7.55,5
"20240610",ENPH        ,"02",VRT         ,20.97,2
"20240729",ENPH        ,"02",EQR         ,9.20,4
"20240729",ENPH        ,"02",BSX         ,9.74,3
"20240729",ENPH        ,"02",RCL         ,19.97,2
"20240729",ENPH        ,"02",AMGN        ,43.55,1
"20240610",ENPH        ,"02",VKTX        ,17.85,3
"20240612",ENPH        ,"02",FSLR        ,18.14,3
"20240612",ENPH        ,"02",NKE         ,29.52,2
"20240612",ENPH        ,"02",BITX        ,52.35,1
"20240610",ENPH        ,"02",HOOD        ,17.68,4
"20240610",ENPH        ,"02",SDGR        ,0.17,5
"20240531",ENPH        ,"02",NVDA        ,97.32,1
"20240530",ENPH        ,"02",CDNA        ,93.33,1
"20240607",ENPH        ,"02",SOXS        ,12.28,2
"20240607",ENPH        ,"02",RBLX        ,87.72,1
"20240620",ENPH        ,"02",TMDX        ,100.00,1
"20240614",ENPH        ,"02",TSLA        ,36.22,2
"20240614",ENPH        ,"02",AAPL        ,63.78,1
"20240530",ENPH        ,"02",SBUX        ,6.67,2
"20240531",ENPH        ,"02",SKYY        ,2.68,2
"20240805",ENPH        ,"02",SVIX        ,57.75,1
"20240805",ENPH        ,"02",AGG         ,8.15,3
"20240712",ENPH        ,"02",LULU        ,16.64,2
"20240716",ENPH        ,"02",DJT         ,47.56,2
"20240726",ENPH        ,"02",NWN         ,2.41,4
"20240726",ENPH        ,"02",TSLQ        ,3.62,3
"20240715",ENPH        ,"02",SPWR        ,62.91,1
"20240726",ENPH        ,"02",TQQQ        ,7.55,2
"20240715",ENPH        ,"02",NVDA        ,30.22,2
"20240823",ENPH        ,"02",DJT         ,100.00,1
"20240726",ENPH        ,"02",MMM         ,86.41,1
"20240603",ENPH        ,"02",TSLA        ,100.00,1
"20240711",ENPH        ,"02",MSFT        ,100.00,1
"20240716",ENPH        ,"02",IONQ        ,52.44,1
"20240715",ENPH        ,"02",ABNB        ,6.87,3
"20240619",ENPH        ,"02",ON          ,78.29,1
"20240619",ENPH        ,"02",NCLH        ,18.78,2
"20240730",ENPH        ,"02",NVDS        ,100.00,1
"20240712",ENPH        ,"02",YINN        ,71.45,1
"20240604",ENPH        ,"02",MCD         ,39.25,1
"20240604",ENPH        ,"02",UCO         ,18.89,2
"20240529",ENPH        ,"02",OPRA        ,45.94,2
"20240529",ENPH        ,"02",LABU        ,54.06,1
"20240604",ENPH        ,"02",WMT         ,13.26,3
"20240619",ENPH        ,"02",PLUG        ,2.92,3
"20240604",ENPH        ,"02",ZSL         ,11.24,4
"20240604",ENPH        ,"02",TMV         ,7.35,5
"20240709",ENPH        ,"02",JOBY        ,100.00,1
"20240731",ENPH        ,"02",NVCR        ,45.40,2
"20240731",ENPH        ,"02",HEI         ,54.60,1
"20240605",ENPH        ,"02",CVX         ,100.00,1
"20240712",ENPH        ,"02",FANG        ,11.92,3
"20240808",ENPH        ,"01",BABA        ,21.33,2
"20240610",ENPH        ,"01",CCL         ,100.00,1
"20240808",ENPH        ,"01",SSYS        ,62.11,1
"20240531",ENPH        ,"01",SOXS        ,100.00,1
"20240724",ENPH        ,"01",SCO         ,9.80,4
"20240724",ENPH        ,"01",DQ          ,10.17,3
"20240724",ENPH        ,"01",TSLQ        ,28.82,2
"20240724",ENPH        ,"01",SOXS        ,51.21,1
"20240722",ENPH        ,"01",WOLF        ,1.10,4
"20240722",ENPH        ,"01",DJT         ,7.28,3
"20240722",ENPH        ,"01",LULU        ,27.76,2
"20240722",ENPH        ,"01",SOXS        ,63.86,1
"20240819",ENPH        ,"01",SOXL        ,100.00,1
"20240802",ENPH        ,"01",PFE         ,100.00,1
"20240725",ENPH        ,"01",CMG         ,100.00,1
"20240612",ENPH        ,"01",AAPL        ,14.97,3
"20240612",ENPH        ,"01",NEE         ,41.77,2
"20240612",ENPH        ,"01",BLDP        ,43.26,1
"20240611",ENPH        ,"01",MU          ,21.93,2
"20240611",ENPH        ,"01",PLTR        ,78.07,1
"20240624",ENPH        ,"01",SBUX        ,100.00,1
"20240723",ENPH        ,"01",U           ,97.96,1
"20240723",ENPH        ,"01",TSLL        ,2.04,2
"20240607",ENPH        ,"01",PLUG        ,29.75,1
"20240607",ENPH        ,"01",KMB         ,29.52,2
"20240607",ENPH        ,"01",WOLF        ,28.22,3
"20240729",ENPH        ,"01",TSLT        ,24.04,2
"20240729",ENPH        ,"01",NVDL        ,75.96,1
"20240617",ENPH        ,"01",TWOU        ,43.89,1
"20240617",ENPH        ,"01",TSLS        ,35.49,2
"20240617",ENPH        ,"01",AAPL        ,20.62,3
"20240607",ENPH        ,"01",TSLA        ,12.52,4
"20240704",ENPH        ,"01",RIVN        ,100.00,1
"20240808",ENPH        ,"01",O           ,16.55,3
"20240703",ENPH        ,"01",VRN         ,95.05,1
"20240702",ENPH        ,"01",FDS         ,100.00,1
"20240711",ENPH        ,"01",FSLR        ,47.59,1
"20240711",ENPH        ,"01",FLNC        ,35.94,2
"20240711",ENPH        ,"01",TQQQ        ,11.60,3
"20240711",ENPH        ,"01",INTC        ,4.87,4
"20240712",ENPH        ,"01",TSLA        ,58.49,1
"20240712",ENPH        ,"01",TQQQ        ,41.51,2
"20240715",ENPH        ,"01",TMF         ,48.73,1
"20240715",ENPH        ,"01",V           ,12.42,2
"20240715",ENPH        ,"01",LOW         ,10.87,3
"20240715",ENPH        ,"01",TNA         ,7.73,4
"20240715",ENPH        ,"01",TER         ,7.32,5
"20240716",ENPH        ,"01",NVDL        ,73.82,1
"20240716",ENPH        ,"01",TAN         ,26.18,2
"20240618",ENPH        ,"01",BITU        ,11.30,5
"20240618",ENPH        ,"01",ETHU        ,11.59,4
"20240618",ENPH        ,"01",TPOR        ,12.15,3
"20240618",ENPH        ,"01",LULU        ,19.36,2
"20240618",ENPH        ,"01",SOXL        ,28.52,1
"20240726",ENPH        ,"01",CURE        ,58.21,1
"20240726",ENPH        ,"01",BITX        ,41.79,2
"20240605",ENPH        ,"01",U           ,100.00,1
"20240603",ENPH        ,"01",HOLO        ,43.83,2
"20240603",ENPH        ,"01",AMC         ,56.17,1
"20240806",ENPH        ,"01",GME         ,100.00,1
"20240529",ENPH        ,"01",SIRI        ,3.87,5
"20240529",ENPH        ,"01",FSLR        ,8.85,4
"20240529",ENPH        ,"01",SBUX        ,25.21,3
"20240529",ENPH        ,"01",TMF         ,28.04,2
"20240529",ENPH        ,"01",NVDA        ,34.03,1
"20240703",ENPH        ,"01",YINN        ,4.95,2
"20240731",ENTG        ,"02",JTAI        ,74.97,1
"20240731",ENTG        ,"02",AIU         ,18.56,2
"20240731",ENTG        ,"02",LVLU        ,5.83,3
"20240731",ENTG        ,"02",DPRO        ,0.64,4
"20240628",ENTG        ,"02",RELI        ,39.28,2
"20240628",ENTG        ,"02",BJDX        ,60.72,1
"20240628",ENVX        ,"01",MDIA        ,4.91,5
"20240704",ENVX        ,"01",MBIO        ,100.00,1
"20240628",ENVX        ,"01",VITL        ,24.66,3
"20240809",ENVX        ,"01",SOXS        ,100.00,1
"20240628",ENVX        ,"01",TVTX        ,29.35,2
"20240628",ENVX        ,"01",CHWY        ,31.10,1
"20240627",ENVX        ,"01",GME         ,18.12,3
"20240627",ENVX        ,"01",APLD        ,36.80,2
"20240627",ENVX        ,"01",EOSE        ,45.08,1
"20240617",ENVX        ,"01",NVDA        ,100.00,1
"20240710",ENVX        ,"01",TMDX        ,100.00,1
"20240628",ENVX        ,"01",SDIG        ,9.99,4
"20240612",ENVX        ,"01",TTI         ,100.00,1
"20240708",ENVX        ,"01",AA          ,43.17,2
"20240708",ENVX        ,"01",RYDE        ,56.83,1
